,id,amo_id,amo_lead_id,prefix,code,card_type,design_type,status,supplier_payment_date,sale_price,sale_date,expiry_date,card_used_date,created_at,updated_at,deleted_at,number
6704,,,24821785,VWS60,VWS60_3683574,electronic,design1,sold_used,2023-02-09,9600.0,2023-07-16 12:27:00,,2023-02-09,,,,3683574
6709,,,24823137,VWS20,VWS20_3676104,electronic,design1,,,3800.0,2023-07-16 16:44:00,,,,,,3676104
6715,,,24826201,VWS20,VWS20_3616397,electronic,design1,sold_used,2023-01-09,3600.0,2023-07-17 10:18:00,,2023-01-09,,,,3616397
6718,,,24828845,VWS20,VWS20_3644446,electronic,design1,,,3600.0,2023-07-17 14:10:00,,,,,,3644446
6720,,,24832147,MT2,MT2_291863,paper,design1,,,8000.0,2023-07-20 15:59:00,,,,,,291863
6746,,,24854739,VWS20,VWS20_3665597,electronic,design1,,,3600.0,2023-07-19 18:01:00,,,,,,3665597
6750,,,24856027,WS20,WS20_139660,paper,design1,sold_used,,3600.0,2023-07-20 16:34:00,,,,,,139660
6757,,,24863791,VRJ1X,VRJ1X_3664589,electronic,design1,,,4000.0,2023-07-20 17:47:00,,,,,,3664589
6761,,,24864753,MT2,MT2_246540,paper,design1,sold_used,2023-06-10,5000.0,2023-07-27 23:48:00,,2023-06-10,,,,246540
6770,,,24869285,P2G,P2G_298390,paper,design1,,,4500.0,2023-07-25 18:54:00,,,,,,298390
6781,,,24874379,VEF60,VEF60_3769712,electronic,design1,,,10500.0,2023-07-22 14:18:00,,,,,,3769712
6785,,,24875347,WS60,WS60_263892,paper,design1,,,,2023-07-28 20:58:00,,,,,,263892
6789,,,24877105,WS20,WS20_182653,paper,design1,sold_used,2023-10-08,3800.0,2023-07-25 12:08:00,,2023-10-08,,,,182653
6795,,,24879389,VEF30,VEF30_3777574,electronic,design1,,,6000.0,2023-07-23 15:26:00,,,,,,3777574
6802,,,24887781,S,S_289899,paper,design1,,,20000.0,2023-07-25 12:08:00,,,,,,289899
6823,,,24907967,S,S_258284,paper,design1,sold_used,,20000.0,2023-07-27 11:29:00,,,,,,258284
6838,,,24916133,VWS20,VWS20_3751578,electronic,design1,,,3600.0,2023-07-27 13:21:00,,,,,,3751578
6854,,,24929171,S2,S2_260733,paper,design1,,,36400.0,2023-07-28 20:58:00,,,,,,260733
6861,,,24935145,VWS20,VWS20_3777076,electronic,design1,,,,2023-07-29 12:01:00,,,,,,3777076
6862,,,24935309,VWS20,VWS20_3773460,electronic,design1,,,,2023-07-29 12:01:00,,,,,,3773460
6875,,,24952423,WS60,WS60_298330,paper,design1,sold_used,2023-11-09,,2023-07-30 20:06:00,,2023-11-09,,,,298330
6883,,,24957679,P1P,P1P_264635,paper,design1,sold_used,,7000.0,2023-08-01 12:37:00,,,,,,264635
6884,,,24958063,VEF30,VEF30_3793605,electronic,design1,,,6000.0,2023-07-31 17:03:00,,,,,,3793605
6887,,,24962283,EF30,EF30_110010,paper,design1,,,6200.0,2023-08-01 12:01:00,,,,,,110010
6899,,,24970021,VWS60,VWS60_3764343,electronic,design1,,,10200.0,2023-08-02 10:35:00,,,,,,3764343
6911,,,24975785,WS60,WS60_232881,paper,design1,,,,2023-08-06 09:53:00,,,,,,232881
6927,,,24989577,WS20,WS20_152456,paper,design1,,,2600.0,2023-08-09 10:29:00,,,,,,152456
6970,,,25010665,VWS20,VWS20_3893278,electronic,design1,,,,2023-08-07 14:42:00,,,,,,3893278
6971,,,25011655,VWS20,VWS20_3816677,electronic,design1,,,,2023-08-07 14:42:00,,,,,,3816677
6972,,,25011677,VWS20,VWS20_3828823,electronic,design1,sold_used,2023-10-08,,2023-08-07 14:43:00,,2023-10-08,,,,3828823
6973,,,25011683,VWS20,VWS20_3812468,electronic,design1,,,,2023-08-07 14:43:00,,,,,,3812468
6975,,,25011927,VWS20,VWS20_3892746,electronic,design1,,,3600.0,2023-08-07 14:56:00,,,,,,3892746
6981,,,25017937,VWS20,VWS20_3853224,electronic,design1,sold_used,,3600.0,2023-08-07 18:57:00,,,,,,3853224
6995,,,25034471,VHB20,VHB20_3880912,electronic,design1,,,5500.0,2023-08-08 15:39:00,,,,,,3880912
6997,,,25035775,VWS60,VWS60_3859425,electronic,design1,,,9600.0,2023-08-08 17:45:00,,,,,,3859425
6998,,,25036571,VSG7,VSG7_3854928,electronic,design1,,,7000.0,2023-08-08 19:44:00,,,,,,3854928
7005,,,25043377,VWS20,VWS20_3843207,electronic,design1,,,3600.0,2023-08-09 16:04:00,,,,,,3843207
7007,,,25043691,VWS20,VWS20_3846237,electronic,design1,sold_used,,3600.0,2023-08-09 16:43:00,,,,,,3846237
7013,,,25045433,UN,UN_231625,paper,design1,sold_used,,7000.0,2023-08-14 12:40:00,,,,,,231625
7017,,,25050651,SG7,SG7_76306,paper,design1,,,7000.0,2023-08-10 15:33:00,,,,,,76306
7018,,,25050603,WS60,WS60_297910,paper,design1,,,9600.0,2023-08-10 15:33:00,,,,,,297910
7028,,,25053859,VEF60,VEF60_3822579,electronic,design1,sold_used,2023-05-09,10500.0,2023-08-10 20:51:00,,2023-05-09,,,,3822579
7029,,,25054307,P1,P1_224230,paper,design1,,,3500.0,2023-08-12 14:53:00,,,,,,224230
7030,,,25055469,S,S_266691,paper,design1,,,20000.0,2023-08-13 09:38:00,,,,,,266691
7031,,,25055471,S,S_235582,paper,design1,,,20000.0,2023-08-13 09:38:00,,,,,,235582
7034,,,25057319,P1P,P1P_246849,paper,design1,,,7000.0,2023-08-12 14:08:00,,,,,,246849
7035,,,25058899,WS20,WS20_190215,paper,design1,sold_used,,3600.0,2023-08-13 09:39:00,,,,,,190215
7039,,,25061353,DT230,DT230_260906,paper,design1,,,9000.0,2023-08-12 14:29:00,,,,,,260906
7044,,,25065921,VSG7,VSG7_3980406,electronic,design1,,,7000.0,2023-08-12 20:12:00,,,,,,3980406
7052,,,25070099,VEF30,VEF30_3945066,electronic,design1,,,4500.0,2023-08-13 21:28:00,,,,,,3945066
7081,,,25091049,EF30,EF30_127325,paper,design1,,,6000.0,2023-08-17 13:14:00,,,,,,127325
7094,,,25102479,VSP,VSP_3984369,electronic,design1,,,25000.0,2023-08-17 17:29:00,,,,,,3984369
7096,,,25103073,VSP,VSP_3973496,electronic,design1,,,25000.0,2023-08-17 19:04:00,,,,,,3973496
7099,,,25104795,VEF60,VEF60_3978799,electronic,design1,,,10500.0,2023-08-17 20:56:00,,,,,,3978799
7109,,,25112995,WSN60,WSN60_223432,paper,design1,,,10000.0,2023-08-21 13:49:00,,,,,,223432
7111,,,25113423,EF30,EF30_260060,paper,design1,,,6000.0,2023-08-19 17:15:00,,,,,,260060
7118,,,25121273,VSG7,VSG7_3946096,electronic,design1,sold_used,2023-06-11,7000.0,2023-08-20 14:07:00,,2023-06-11,,,,3946096
7122,,,25122407,S,S_KV237930,paper,design1,sold_used,,25000.0,2023-08-22 12:15:00,,,,,,KV237930
7124,,,25123159,WS20,WS20_15044490,paper,design1,sold_used,2023-02-09,3600.0,2023-08-23 12:20:00,,2023-02-09,,,,15044490
7135,,,25129475,P1,P1_230956,paper,design1,,,3500.0,2023-08-21 20:31:00,,,,,,230956
7147,,,25146621,MT2,MT2_280163,paper,design1,,,8000.0,2023-08-26 15:13:00,,,,,,280163
7153,,,25153497,WSN60,WSN60_280199,paper,design1,sold_used,2023-01-09,10000.0,2023-08-24 14:54:00,,2023-01-09,,,,280199
7173,,,25164291,VMT2,VMT2_4037389,electronic,design1,sold_used,,8000.0,2023-08-25 15:14:00,,,,,,4037389
7179,,,25167859,VWSN60,VWSN60_4074957,electronic,design1,sold_used,2023-03-09,11500.0,2023-09-04 18:58:00,,2023-03-09,,,,4074957
7190,,,25175493,WS60,WS60_21130054,paper,design1,sold_used,2023-09-09,,2023-08-27 19:01:00,,2023-09-09,,,,21130054
7191,,,25182179,SN2X1,SN2X1_124387,paper,design1,,,9000.0,2023-08-28 15:10:00,,,,,,124387
7202,,,25190897,WS60,WS60_266364,paper,design1,,,,2023-09-01 12:55:00,,,,,,266364
7212,,,25198669,VMT2,VMT2_4083908,electronic,design1,,,8000.0,2023-08-30 15:05:00,,,,,,4083908
7223,,,25212865,VWS20,VWS20_4016218,electronic,design1,,,3600.0,2023-09-01 11:29:00,,,,,,4016218
7228,,,25220183,SG7,SG7_26339,paper,design1,,,7000.0,2023-09-02 20:28:00,,,,,,26339
7243,,,25229195,P1,P1_261709,paper,design1,,,3500.0,2023-09-06 20:08:00,,,,,,261709
7247,,,25233951,VWS20,VWS20_4029834,electronic,design1,,,3800.0,2023-09-04 18:50:00,,,,,,4029834
7255,,,25240819,S2,S2_215452,paper,design1,,,36000.0,2023-09-19 19:56:00,,,,,,215452
7258,,,25242983,MT2,MT2_265314,paper,design1,sold_used,2023-08-10,8000.0,2023-09-08 12:59:00,,2023-08-10,,,,265314
7265,,,25256543,S,S_247187,paper,design1,sold_used,,20000.0,2023-09-08 12:59:00,,,,,,247187
7280,,,25263765,VWS60,VWS60_4023780,electronic,design1,,,9600.0,2023-09-08 15:12:00,,,,,,4023780
7296,,,25269783,P1P,P1P_248332,paper,design1,,,7000.0,2023-09-12 14:16:00,,,,,,248332
7297,,,25272747,VSG7,VSG7_4152529,electronic,design1,,,7000.0,2023-09-10 13:08:00,,,,,,4152529
7298,,,25273135,VSP,VSP_4130274,electronic,design1,,,25000.0,2023-09-10 13:06:00,,,,,,4130274
7299,,,25273913,VWS20,VWS20_4143344,electronic,design1,,,3600.0,2023-09-10 15:58:00,,,,,,4143344
7300,,,25273975,WSN60,WSN60_211508,paper,design1,,,10000.0,2023-09-12 19:53:00,,,,,,211508
7302,,,25274579,DT240,DT240_4154570,paper,design1,sold_used,,12000.0,2023-09-10 18:23:00,,,,,,4154570
7307,,,25291587,VSG7,VSG7_4144943,electronic,design1,,,7000.0,2023-09-12 14:12:00,,,,,,4144943
7320,,,25309063,MT2,MT2_242127,paper,design1,,,8000.0,2023-09-19 19:57:00,,,,,,242127
7335,,,25331217,VSG7,VSG7_4169840,electronic,design1,,,7000.0,2023-09-17 08:43:00,,,,,,4169840
7337,,,25333629,P1,P1_228227,paper,design1,,,3500.0,2023-09-19 19:58:00,,,,,,228227
7344,,,25348855,S,S_296831,paper,design1,,,20000.0,2023-09-20 17:36:00,,,,,,296831
7354,,,25368461,VLB1X,VLB1X_4147011,electronic,design1,,,14500.0,2023-09-21 12:37:00,,,,,,4147011
7364,,,25381175,MT2,MT2_280560,paper,design1,,,8000.0,2023-09-25 20:49:00,,,,,,280560
7402,,,25449091,WSN60,WSN60_285724,paper,design1,,,10000.0,2023-09-30 20:57:00,,,,,,285724
7403,,,25451181,VSG7,VSG7_4114491,electronic,design1,sold_used,2023-04-11,7000.0,2023-09-30 11:10:00,,2023-04-11,,,,4114491
7414,,,25492135,SG7,SG7_281368,paper,design1,,,7000.0,2023-10-03 13:06:00,,,,,,281368
7416,,,25492649,MT2,MT2_267122,paper,design1,,,8000.0,2023-10-03 13:06:00,,,,,,267122
7418,,,25495625,VSG7,VSG7_4150342,electronic,design1,,,7000.0,2023-10-03 10:32:00,,,,,,4150342
7454,,,25570745,MT2,MT2_299052,paper,design1,,,8000.0,2023-10-11 14:41:00,,,,,,299052
7493,,,25752281,SP2,SP2_240050,paper,design1,,,50000.0,2023-10-23 17:25:00,,,,,,240050
7498,,,22023447,F1,F1_280178,paper,design1,,,5000.0,2022-06-19 23:24:00,,,,,,280178
7521,,,25833061,SP2,SP2_227206,paper,design1,sold_used,2023-03-11,50000.0,2023-10-29 23:00:00,,2023-03-11,,,,227206
7548,,,25916621,VSG7,VSG7_4318840,electronic,design1,,,7500.0,2023-11-07 14:06:00,,,,,,4318840
7551,,,25923941,VEF60,VEF60_4352389,electronic,design1,,,11500.0,2023-11-08 10:38:00,,,,,,4352389
7571,,,25976739,SN2X1,SN2X1_158949,paper,design1,,,10000.0,2023-11-14 11:21:00,,,,,,158949
7581,,,25991399,WS20,WS20_(KA2)178710,paper,design1,sold_used,,3000.0,2023-11-15 13:45:00,,,,,,(KA2)178710
7591,,,26020351,SN2X1,SN2X1_188383,paper,design1,,,10000.0,2023-11-16 20:29:00,,,,,,188383
7592,,,26020655,SN2X1,SN2X1_153497,paper,design1,sold_used,2024-03-02,10000.0,2023-11-18 15:01:00,,2024-03-02,,,,153497
7598,,,26032165,P1P,P1P_243768,paper,design1,,,7000.0,2023-11-18 17:58:00,,,,,,243768
7610,,,25821661,WS60,WS60_254995,paper,design1,,,,2023-11-22 11:11:00,,,,,,254995
7611,,,26051753,VSN2X1,VSN2X1_4369477,electronic,design1,,,10000.0,2023-11-20 10:00:00,,,,,,4369477
7631,,,26110583,SN2X1,SN2X1_151038,paper,design1,sold_used,2024-10-02,10000.0,2023-11-29 14:42:00,,2024-10-02,,,,151038
7679,,,26203103,SN2X1,SN2X1_167753,paper,design1,sold_used,,10000.0,2023-12-08 09:08:00,,,,,,167753
7716,,,26280029,SN2X1,SN2X1_148379,paper,design1,sold_used,,10000.0,2023-12-15 12:29:00,,,,,,148379
7720,,,26285131,VSP,VSP_4422798,electronic,design1,,,26500.0,2023-12-12 12:20:00,,,,,,4422798
7743,,,26315117,P2,P2_G215168,paper,design1,,,8500.0,2023-12-14 19:19:00,,,,,,G215168
7754,,,26330613,WS60,WS60_224049,paper,design1,,,,2023-12-18 17:01:00,,,,,,224049
7841,,,26387865,DT230,DT230_242434,paper,design1,,,9000.0,2023-12-26 11:39:00,,,,,,242434
7886,,,26410705,P1,P1_215448,paper,design1,,,4000.0,2023-12-26 18:34:00,,,,,,215448
7906,,,26419093,F1,F1_249422,paper,design1,,,5000.0,2023-12-29 09:01:00,,,,,,249422
7932,,,26429467,MT2,MT2_210682,paper,design1,,,9000.0,2024-01-02 20:07:00,,,,,,210682
7947,,,26432809,P1,P1_273615,paper,design1,,,4000.0,2023-12-30 13:41:00,,,,,,273615
8043,,,26497325,WS60,WS60_260842,paper,design1,,,,2024-01-11 20:22:00,,,,,,260842
8045,,,26500059,MT2,MT2_224532,paper,design1,,,9000.0,2024-01-15 23:18:00,,,,,,224532
8063,,,26521409,ST,ST_271989,paper,design1,,,37000.0,2024-01-15 23:09:00,,,,,,271989
8226,,,26846311,WS60,WS60_275052,paper,design1,,,,2024-02-20 11:44:00,,,,,,275052
8273,,,2043467,PH,PH_017,paper,design1,,,,2020-07-10 18:34:00,,,,,,017
8275,,,6215467,TR1K,TR1K_00133,paper,design1,,,,2020-07-10 18:23:00,,,,,,00133
8276,,,6614575,PH,PH_003,paper,design1,,,,2020-07-10 18:20:00,,,,,,003
8277,,,7222395,VS,VS_U3H010547,electronic,design1,,,,2020-07-10 18:19:00,,,,,,U3H010547
8278,,,7282273,PH,PH_007,paper,design1,,,,2020-07-10 18:18:00,,,,,,007
8281,,,8466069,TR,TR_2K030960,paper,design1,,,,2020-06-19 17:38:00,,,,,,2K030960
8283,,,8554889,HB20,HB20_211,paper,design1,,,,2020-07-10 18:04:00,,,,,,211
8287,,,8752703,PH,PH_001,paper,design1,,,,2020-07-10 18:03:00,,,,,,001
8298,,,9001603,PH,PH_027,paper,design1,,,,2020-07-10 11:47:00,,,,,,027
8300,,,9059237,2SU60,2SU60_030998,paper,design1,,,,2020-07-10 11:33:00,,,,,,030998
8304,,,9366361,PH,PH_004,paper,design1,,,,2020-07-16 20:27:00,,,,,,004
8307,,,9492007,PH,PH_011,paper,design1,,,,2020-07-20 18:45:00,,,,,,011
8309,,,9591959,FJ30,FJ30_506,paper,design1,,,,2020-07-22 12:07:00,,,,,,506
8310,,,9623353,PH,PH_029,paper,design1,,,,2020-07-22 17:04:00,,,,,,029
8313,,,9800017,VTR,VTR_2K660185,electronic,design1,,,,2020-07-27 10:58:00,,,,,,2K660185
8314,,,10034469,WS60,WS60_507,paper,design1,,,,2020-08-12 20:21:00,,,,,,507
8315,,,10056799,TR,TR_2K030816,paper,design1,,,,2020-08-08 15:36:00,,,,,,2K030816
8316,,,10166533,PH,PH_024,paper,design1,,,,2020-08-10 16:09:00,,,,,,024
8317,,,10217139,VWS20,VWS20_960153,electronic,design1,,,,2020-08-08 16:26:00,,,,,,960153
8319,,,10312373,PH,PH_028,paper,design1,,,,2020-08-19 20:25:00,,,,,,028
8321,,,10391643,TR1K,TR1К_030229,paper,design1,,,,2020-08-19 20:25:00,,,,,,030229
8323,,,10503552,PH,PH_005,paper,design1,,,,2020-08-19 20:26:00,,,,,,005
8326,,,10821667,VTR,VTR_2K1390277,electronic,design1,,,,2020-08-26 11:15:00,,,,,,2K1390277
8328,,,11023407,VWS20,VWS20_1530277,electronic,design1,,,,2020-09-01 19:04:00,,,,,,1530277
8332,,,14227789,KVS,KVS_010336,paper,design1,,,,2020-11-25 19:13:00,,,,,,010336
8335,,,14618295,PH,PH_006,paper,design1,,,,2020-12-13 08:25:00,,,,,,006
8342,,,14986817,PH,PH_013,paper,design1,,,,2020-12-28 15:28:00,,,,,,013
8343,,,14989887,V2SU60,V2SU60_2160389,electronic,design1,,,,2020-12-26 15:30:00,,,,,,2160389
8346,,,15001421,VPH,VPH_2250391,electronic,design1,,,,2020-12-31 12:35:00,,,,,,2250391
8347,,,15038675,VTR1K,VTR1K_014752,electronic,design1,,,,2020-12-30 13:42:00,,,,,,014752
8350,,,15051807,VPH,VPH_2380353,electronic,design1,,,,2020-12-30 13:30:00,,,,,,2380353
8352,,,15318697,S,S_N2X1010197,paper,design1,,,,2021-01-19 13:41:00,,,,,,N2X1010197
8354,,,15397881,PH,PH_008,paper,design1,,,,2021-01-22 10:26:00,,,,,,008
8355,,,15402427,VPH,VPH_2690372,electronic,design1,,,,2021-01-18 15:12:00,,,,,,2690372
8356,,,15499835,PH,PH_027,paper,design1,,,,2021-01-23 07:40:00,,,,,,027
8360,,,15943793,VTR,VTR_1K2860313,electronic,design1,,,,2021-02-10 15:53:00,,,,,,1K2860313
8362,,,16019883,VPH,VPH_20940344,electronic,design1,,,,2021-02-11 18:00:00,,,,,,20940344
8364,,,16081611,VPH,VPH_3040489,electronic,design1,,,,2021-02-15 11:27:00,,,,,,3040489
8366,,,16163011,VPH,VPH_3100443,electronic,design1,,,,2021-02-17 18:20:00,,,,,,3100443
8368,,,16191065,VTR,VTR_1K3130444,electronic,design1,,,,2021-02-17 21:27:00,,,,,,1K3130444
8372,,,16231457,VTR,VTR_1K3280437,electronic,design1,,,,2021-02-19 13:59:00,,,,,,1K3280437
8378,,,16312455,V2SU60,V2SU60_3720453,electronic,design1,,,,2021-02-23 12:23:00,,,,,,3720453
8384,,,16991447,PH,PH_011,paper,design1,,,,2021-04-02 07:49:00,,,,,,011
8385,,,17010439,TR,TR_1K031536,paper,design1,,,,2021-03-28 10:33:00,,,,,,1K031536
8387,,,17218319,FJ30,FJ30_504,paper,design1,,,,2021-04-02 17:22:00,,,,,,504
8389,,,17354135,HB20,HB20_305,paper,design1,,,,2021-04-08 21:55:00,,,,,,305
8392,,,17382505,PH,PH_17,paper,design1,,,,2021-04-23 08:40:00,,,,,,17
8396,,,17459895,TR,TR_1K030679,paper,design1,,,,2021-04-19 10:17:00,,,,,,1K030679
8399,,,17715829,WS20,WS20_031585,paper,design1,,,,2021-04-27 19:03:00,,,,,,031585
8400,,,17826907,TR,TR_1K031282,paper,design1,,,,2021-04-29 08:20:00,,,,,,1K031282
8402,,,17870559,V2SU24,V2SU24_4950579,electronic,design1,,,,2021-04-26 22:22:00,,,,,,4950579
8404,,,17915381,PH,PH_019,paper,design1,,,,2021-04-30 18:46:00,,,,,,019
8406,,,18151225,V2SU60,V2SU60_5270664,electronic,design1,,,,2021-05-12 14:04:00,,,,,,5270664
8407,,,18229795,WS20,WS20_110267,paper,design1,,,,2021-05-12 22:20:00,,,,,,110267
8409,,,18272957,WS60,WS60_060238,paper,design1,,,,2021-05-15 10:30:00,,,,,,060238
8410,,,18310403,PH,PH_022,paper,design1,,,,2021-05-17 15:17:00,,,,,,022
8413,,,18406187,PH,PH_003,paper,design1,,,,2021-05-22 08:40:00,,,,,,003
8414,,,18426105,PH,PH_0023,paper,design1,,,,2021-05-21 20:11:00,,,,,,0023
8416,,,18491491,PH,PH_024,paper,design1,,,,2021-05-25 20:38:00,,,,,,024
8417,,,18507415,PH,PH_25,paper,design1,,,,2021-06-06 22:41:00,,,,,,25
8418,,,18554909,FMP30,FMP30_090955,paper,design1,,,,2021-06-06 22:43:00,,,,,,090955
8419,,,18565061,WS20,WS20_120141,paper,design1,,,,2021-06-06 22:46:00,,,,,,120141
8427,,,18627925,VTR,VTR_1K5760678,electronic,design1,,,,2021-05-31 22:10:00,,,,,,1K5760678
8428,,,18642615,PH,PH_008,paper,design1,,,,2021-06-06 22:28:00,,,,,,008
8429,,,18689863,WS60,WS60_122368,paper,design1,,,,2021-06-05 11:22:00,,,,,,122368
8430,,,18700607,VTR,VTR_2K5860679,electronic,design1,,,,2021-06-04 09:43:00,,,,,,2K5860679
8431,,,18704981,TR,TR_1K030846,paper,design1,,,,2021-06-05 10:12:00,,,,,,1K030846
8436,,,18819781,2SU60,2SU60_030541,paper,design1,,,,2021-06-11 09:29:00,,,,,,030541
8438,,,18839207,TR,TR_1K030975,paper,design1,,,,2021-06-27 11:42:00,,,,,,1K030975
8441,,,18947603,WS20,WS20_110653,paper,design1,,,,2021-06-27 11:48:00,,,,,,110653
8442,,,18955955,VTR,VTR_1K6650759,electronic,design1,,,,2021-06-16 23:56:00,,,,,,1K6650759
8443,,,18957025,PH,PH_022,paper,design1,,,,2021-06-17 19:22:00,,,,,,022
8444,,,18974327,PH,PH_023,paper,design1,,,,2021-06-18 08:48:00,,,,,,023
8445,,,18982457,WS60,WS60_122136,paper,design1,,,,2021-06-21 18:59:00,,,,,,122136
8446,,,18993431,TR1K,TR1K_031151,paper,design1,,,,2021-06-21 18:57:00,,,,,,031151
8447,,,18993651,VWS20,VWS20_6760756,electronic,design1,,,,2021-06-18 18:37:00,,,,,,6760756
8448,,,19014285,VTR,VTR_1K6800777,electronic,design1,,,,2021-06-20 15:31:00,,,,,,1K6800777
8452,,,19071375,V2SU60,V2SU60_87000841,electronic,design1,,,,2021-06-23 13:01:00,,,,,,87000841
8459,,,19123367,PH,PH_028,paper,design1,,,,2021-06-27 11:55:00,,,,,,028
8460,,,19125089,FJ30,FJ30_040520,paper,design1,,,,2021-06-27 11:55:00,,,,,,040520
8462,,,19143233,TR,TR_2K031182,paper,design1,,,,2021-06-30 19:52:00,,,,,,2K031182
8463,,,19169689,VTR,VTR_1K7570839,electronic,design1,,,,2021-07-01 11:47:00,,,,,,1K7570839
8465,,,19172991,PH,PH_021,paper,design1,,,,2021-07-03 16:39:00,,,,,,021
8466,,,19179971,WS20,WS20_110552,paper,design1,,,,2021-07-03 16:42:00,,,,,,110552
8468,,,19192481,VPH,VPH_7920883,electronic,design1,,,,2021-07-04 22:04:00,,,,,,7920883
8469,,,19197729,VWS20,VWS20_8050947,electronic,design1,,,,2021-07-06 12:18:00,,,,,,8050947
8471,,,19233107,VTR,VTR_1K8200913,electronic,design1,,,,2021-07-07 20:25:00,,,,,,1K8200913
8473,,,19281441,VTR2K,VTR2K_010835,electronic,design1,,,,2021-07-09 11:54:00,,,,,,010835
8475,,,19282775,VTR2K,VTR2K_011384,electronic,design1,,,,2021-07-09 13:06:00,,,,,,011384
8478,,,19303593,VTR2K,VTR2K_014142,electronic,design1,,,,2021-07-12 21:51:00,,,,,,014142
8480,,,19307669,VTR1K,VTR1K_017328,electronic,design1,,,,2021-07-15 21:09:00,,,,,,017328
8481,,,19313253,TR,TR_2K031058,paper,design1,,,,2021-07-17 19:32:00,,,,,,2K031058
8483,,,19325355,VTR1K,VTR1K_016333,electronic,design1,,,,2021-07-14 18:31:00,,,,,,016333
8486,,,19340440,VWS20,VWS20_018118,electronic,design1,,,,2021-07-16 13:42:00,,,,,,018118
8488,,,19346244,TR,TR_1K031385,paper,design1,,,,2021-07-21 12:30:00,,,,,,1K031385
8491,,,19370085,TR,TR_1K030412,paper,design1,,,,2021-07-22 08:55:00,,,,,,1K030412
8497,,,19390939,TR,TR_1К030774,paper,design1,,,,2021-07-24 19:46:00,,,,,,1К030774
8498,,,19390975,TR,TR_2K030542,paper,design1,,,,2021-07-24 19:44:00,,,,,,2K030542
8501,,,19399659,TR,TR_2K031365,paper,design1,,,,2021-07-24 19:44:00,,,,,,2K031365
8502,,,19400067,VHB20,VHB20_024471,electronic,design1,,,,2021-07-23 16:28:00,,,,,,024471
8504,,,19411421,VWS20,VWS20_026037,electronic,design1,,,,2021-07-25 19:49:00,,,,,,026037
8508,,,19432523,TR,TR_1K030520,paper,design1,,,,2021-07-31 12:58:00,,,,,,1K030520
8509,,,19441228,TR1K,TR1K_031448,paper,design1,,,,2021-07-31 13:00:00,,,,,,031448
8511,,,19444268,2SU60,2SU60_5510695,paper,design1,,,,2021-07-29 18:53:00,,,,,,5510695
8513,,,19462676,VTR1K,VTR1K_032275,electronic,design1,,,,2021-08-01 17:17:00,,,,,,032275
8514,,,19472708,S,S_U24141473,paper,design1,,,,2021-08-06 14:46:00,,,,,,U24141473
8518,,,19511883,VWS20,VWS20_034280,electronic,design1,,,,2021-08-05 16:23:00,,,,,,034280
8519,,,19512223,VTR2K,VTR2K_034414,electronic,design1,,,,2021-08-05 16:39:00,,,,,,034414
8522,,,19524307,TR,TR_1K031745,paper,design1,,,,2021-08-06 20:22:00,,,,,,1K031745
8523,,,19529509,VTR1K,VTR1K_036566,electronic,design1,,,,2021-08-07 19:19:00,,,,,,036566
8524,,,19536237,WS20,WS20_130698,paper,design1,,,,2021-08-12 13:57:00,,,,,,130698
8526,,,19548815,VEF30,VEF30_038715,electronic,design1,,,,2021-08-12 14:35:00,,,,,,038715
8527,,,19549221,PH,PH_025,paper,design1,,,,2021-08-12 13:47:00,,,,,,025
8529,,,19554279,VEF30,VEF30_038120,electronic,design1,,,,2021-08-11 15:13:00,,,,,,038120
8533,,,19606099,VEF60,VEF60_031115,electronic,design1,,,,2021-08-17 13:40:00,,,,,,031115
8535,,,19617006,PH,PH_150182,paper,design1,,,,2021-08-28 12:25:00,,,,,,150182
8536,,,19617470,VTR2K,VTR2K_032149,electronic,design1,,,,2021-08-19 13:48:00,,,,,,032149
8537,,,19640242,PH,PH_150287,paper,design1,,,,2021-08-28 12:28:00,,,,,,150287
8538,,,19645838,VPH,VPH_033965,electronic,design1,,,,2021-08-21 12:38:00,,,,,,033965
8539,,,19659874,VTR1K,VTR1K_034789,electronic,design1,,,,2021-08-23 14:03:00,,,,,,034789
8542,,,19770123,PH,PH_150376,paper,design1,,,,2021-09-14 19:53:00,,,,,,150376
8544,,,19811151,VPH,VPH_039221,electronic,design1,,,,2021-09-11 17:11:00,,,,,,039221
8546,,,19933211,S,S_U60141758,paper,design1,,,,2021-09-27 11:14:00,,,,,,U60141758
8549,,,20180247,VPH,VPH_3373,electronic,design1,,,,2021-10-26 18:58:00,,,,,,3373
8550,,,20302222,VTR,VTR_2K4562,electronic,design1,,,,2021-11-07 13:44:00,,,,,,2K4562
8553,,,20382671,TR,TR_2152079,paper,design1,,,,2021-11-24 08:00:00,,,,,,2152079
8555,,,20401789,VWS60,VWS60_00387,electronic,design1,,,,2021-11-17 20:34:00,,,,,,00387
8557,,,20418629,VWS20,VWS20_00839,electronic,design1,,,,2021-11-20 07:31:00,,,,,,00839
8559,,,20468829,S,S_U6014745,paper,design1,,,,2021-11-30 09:27:00,,,,,,U6014745
8561,,,20569271,S,S_N1X1100157,paper,design1,,,,2021-12-12 17:33:00,,,,,,N1X1100157
8562,,,20636773,SN1X1,SN1X1_101699,paper,design1,,,,2021-12-17 20:07:00,,,,,,101699
8564,,,20654103,VTR2,VTR2_17885,electronic,design1,,,,2022-01-19 11:13:00,,,,,,17885
