,amo_id,этап_сделки,бюджет,дата_создания_сделки,sale_date,delivery_price,стоимость_доставки,products,price,subtotal,выручка_от_клиента,направление_(вид_сертификата),code,корневая_сделка,номер_2-го_сертификата,номер_3-го_сертификата,номер_4-го_сертификата,номер_5-го_сертификата,сертификат_на_тренера,статус_погашения,card_used_date,стоимость_закупки,id,prefix,number,prefix_V,card_type,design_type,status,sale_price,expiry_date,created_at,updated_at,deleted_at,supplier_payment_date
639,14193187,Успешно_реализовано,9000.0,2020-11-24 17:45:09,2020-11-24 17:45:00,,,,,,,Аэротруба,AT_10031141,,,,,,,,,,,AT,10031141,AT,paper,design1,,,,,,,
645,14352125,Успешно_реализовано,8736.0,2020-11-30 16:23:24,2020-12-01 20:00:00,,805,,,,8736,Флайборд_/_Ховерборд_/_Ранец,MF_60090517,,,,,,,Погашен,,,,MF,60090517,MF,paper,design1,sold_used,,,,,,
658,14618295,Успешно_реализовано,11790.0,2020-12-09 12:26:00,2020-12-13 08:25:00,290.0,553,Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_10_минут_полёта_(для_1-2_человек)_)_-_1x9000_=_9000,9290.0,9000.0,11790,Аэротруба,AT_10012383,,PH006,,,,,,,,,AT,10012383,AT,paper,design1,,,,,,,
670,14825703,Успешно_реализовано,4850.0,2020-12-17 10:09:39,2020-12-19 10:16:00,,308,,,,4850,Флайборд_/_Ховерборд_/_Ранец,MF_30031930,,,,,,,,,,,MF,30031930,MF,paper,design1,,,,,,,
679,14892249,Успешно_реализовано,4500.0,2020-12-21 14:03:54,2020-12-29 21:08:00,,,,,,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30051367,,,,,,,,,,,MF,30051367,MF,paper,design1,,,,,,,
682,14910233,Успешно_реализовано,4250.0,2020-12-22 14:13:30,2020-12-29 21:08:00,350.0,,Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_4_минуты_полёта_(для_1_человека)_)_-_1x3900_=_3900,4250.0,3900.0,4250,Аэротруба,AT_4028681,,,,,,,,,,,AT,4028681,AT,paper,design1,,3900.0,,,,,
687,14936561,Успешно_реализовано,9350.0,2020-12-23 18:47:04,2020-12-24 13:47:00,350.0,425,Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_10_минут_полёта_(для_1-2_человек)_)_-_1x9000_=_9000,9350.0,9000.0,9350,Аэротруба,AT_10079099,,,,,,,Погашен,,,,AT,10079099,AT,paper,design1,sold_used,9000.0,,,,,
688,14941809,Успешно_реализовано,16800.0,2020-12-23 23:22:13,2020-12-28 15:27:00,0.0,570,"Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_6_минут_полёта_(для_1-2_человек)_)_-_3x5600_=_16800;_
СЕРТИФИКАТ_НА_ФОТОСЕССИЮ_(Чтобы_запечатлеть_самые_искренние_эмоции)_-_3x2500_=_7500",24300.0,24300.0,16800,Аэротруба,AT_6030872,,AT6071218,,,,,,,,,AT,6030872,AT,paper,design1,,,,,,,
690,14951341,Успешно_реализовано,8150.0,2020-12-24 10:24:38,2020-12-28 15:37:00,350.0,396,Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_4_минуты_полёта_(для_1_человека)_)_-_2x3900_=_7800,8150.0,7800.0,8150,Аэротруба,AT_4046691,,AT4071892,,,,,,,,,AT,4046691,AT,paper,design1,,,,,,,
714,15003743,Успешно_реализовано,4300.0,2020-12-27 20:06:32,2020-12-29 21:03:00,,,,,,4300,Аэротруба,AT_4063646,,,,,,,,,,,AT,4063646,AT,paper,design1,,,,,,,
722,15022123,Успешно_реализовано,4850.0,2020-12-28 19:21:44,2020-12-30 23:06:00,350.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4850.0,4500.0,4850,Флайборд_/_Ховерборд_/_Ранец,MF_30038358,,,,,,,,,,,MF,30038358,MF,paper,design1,,4500.0,,,,,
730,15044431,Успешно_реализовано,7800.0,2020-12-29 23:05:28,2020-12-30 13:52:00,0.0,,Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_Детский_полёт_4_минуты_(1_ребенок_от_5_до_14_лет)_)_-_1x3900_=_3900,3900.0,3900.0,7800,Аэротруба,AT_4K034292,,АТ4071537,,,,,Погашен,2022-12-01,,,AT,4K034292,AT,paper,design1,sold_used,,,,,,2022-12-01
740,15054849,Успешно_реализовано,5600.0,2020-12-30 15:15:44,2020-12-30 15:26:00,0.0,,Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_6_минут_полёта_(для_1-2_человек)_)_-_1x5600_=_5600,5600.0,5600.0,5600,Аэротруба,AT_6028992,,,,,,,,,,,AT,6028992,AT,paper,design1,,5600.0,,,,,
743,15058285,Успешно_реализовано,9407.0,2020-12-30 20:37:05,2020-12-31 11:46:00,290.0,407,Подарочный_сертификаnна_полёт_в_аэротрубе_(Выберите_вариант_сертификата:_10_минут_полёта_(для_1-2_человек)_)_-_1x9000_=_9000,9290.0,9000.0,9407,Аэротруба,AT_10067800,,,,,,,,,,,AT,10067800,AT,paper,design1,,9000.0,,,,,
758,15095559,Успешно_реализовано,9000.0,2021-01-03 22:00:59,2021-01-05 17:44:00,0.0,,Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_10_минут_полёта_(для_1-2_человек)_)_-_1x9000_=_9000,9000.0,9000.0,9000,Аэротруба,AT_10086273,,,,,,,Погашен,,,,AT,10086273,AT,paper,design1,sold_used,9000.0,,,,,
759,15096159,Успешно_реализовано,9000.0,2021-01-03 23:22:02,2021-01-05 17:45:00,0.0,,Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_10_минут_полёта_(для_1-2_человек)_)_-_1x9000_=_9000,9000.0,9000.0,,Аэротруба,AT_10022004,,,,,,,,,,,AT,10022004,AT,paper,design1,,9000.0,,,,,
790,15456975,Успешно_реализовано,4700.0,2021-01-19 11:42:26,2021-01-22 16:37:00,,577,,,,4700,Флайборд_/_Ховерборд_/_Ранец,MF_30034463,,,,,,,,,,,MF,30034463,MF,paper,design1,,,,,,,
791,15457181,Успешно_реализовано,4500.0,2021-01-19 11:49:26,2021-01-20 15:04:00,0.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30096095,,,,,,,,,,,MF,30096095,MF,paper,design1,,4500.0,,,,,
796,15499835,Успешно_реализовано,12000.0,2021-01-20 14:37:07,2021-01-23 07:40:00,,,,,,12000,Аэротруба,AT_10098134,,PH027,,,,,,,,,AT,10098134,AT,paper,design1,,,,,,,
806,15577567,Успешно_реализовано,8400.0,2021-01-23 15:00:13,2021-01-23 20:43:00,,332,,,,8400,Флайборд_/_Ховерборд_/_Ранец,MF_60012429,,,,,,,,,,,MF,60012429,MF,paper,design1,,,,,,,
815,15661753,Успешно_реализовано,5600.0,2021-01-27 14:44:35,2021-01-27 20:03:00,,,,,,5600,Аэротруба,AT_6097974,,,,,,,,,,,AT,6097974,AT,paper,design1,,,,,,,
819,15703259,Успешно_реализовано,4850.0,2021-01-29 18:30:08,2021-02-14 13:53:00,350.0,224,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4850.0,4500.0,4850,Флайборд_/_Ховерборд_/_Ранец,MF_30027649,,,,,,,,,,,MF,30027649,MF,paper,design1,,4500.0,,,,,
822,15732067,Успешно_реализовано,8400.0,2021-02-01 11:09:23,2021-02-01 17:33:00,350.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_1_час_)_-_1x8000_=_8000,8350.0,8000.0,8400,Флайборд_/_Ховерборд_/_Ранец,MF_33236,,,,,,,,,,,MF,33236,MF,paper,design1,,8000.0,,,,,
833,15953731,Успешно_реализовано,5950.0,2021-02-10 15:02:58,2021-02-13 13:15:00,350.0,,Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_6_минут_полёта_(для_1-2_человек)_)_-_1x5600_=_5600,5950.0,5600.0,5950,Аэротруба,AT_6099639,,,,,,,Погашен,2022-12-01,,,AT,6099639,AT,paper,design1,sold_used,5600.0,,,,,2022-12-01
836,15967213,Успешно_реализовано,7200.0,2021-02-11 00:34:05,2021-02-11 00:34:00,,,,,,,Аэротруба,AT_10045201,,,,,,,Погашен,,,,AT,10045201,AT,paper,design1,sold_used,,,,,,
837,15972511,Успешно_реализовано,4190.0,2021-02-11 08:34:33,2021-02-14 13:52:00,290.0,311,Подарочный_сертификаnна_полёт_в_аэротрубе_(Выберите_вариант_сертификата:_4_минуты_полёта_(для_1_человека)_)_-_1x3900_=_3900,4190.0,3900.0,4190,Аэротруба,AT_4096888,,,,,,,Погашен,2022-12-01,,,AT,4096888,AT,paper,design1,sold_used,3900.0,,,,,2022-12-01
846,16056893,Успешно_реализовано,4850.0,2021-02-12 13:12:24,2021-02-13 13:13:00,,350,,,,4850,Флайборд_/_Ховерборд_/_Ранец,MF_30092686,,,,,,,,,,,MF,30092686,MF,paper,design1,,,,,,,
847,16057309,Успешно_реализовано,14200.0,2021-02-12 13:22:14,2021-02-15 19:24:00,350.0,,"Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500;_
Подарочный_сертификатна_Ховерборд_(Выберите_тип:_30_минут_)_-_1x5000_=_5000;_
Подарочный_сертификат_на_реактивный_ранец_-_1x4350_=_4350",14200.0,13850.0,14200,Флайборд_/_Ховерборд_/_Ранец,MF_30035378,,HB30040952,,,,,,,,,MF,30035378,MF,paper,design1,,2600.0,,,,,
858,16092553,Успешно_реализовано,8400.0,2021-02-14 13:17:30,2021-02-14 15:37:00,400.0,351,Подарочный_сертификатна_Ховерборд_(Выберите_тип:_1_час_)_-_1x8000_=_8000,8400.0,8000.0,8400,Флайборд_/_Ховерборд_/_Ранец,MF_60046079,,,,,,,,,,,MF,60046079,MF,paper,design1,,8000.0,,,,,
860,16097677,Успешно_реализовано,8750.0,2021-02-14 21:01:38,2021-02-18 16:25:00,350.0,,Подарочный_сертификаnна_полёт_в_аэротрубе_(Выберите_вариант_сертификата:_10_минут_полёта_(для_1-2_человек)_)_-_1x9000_=_9000,9350.0,9000.0,8750,Аэротруба,AT_6083537,,РН009,,,,,,,,,AT,6083537,AT,paper,design1,,,,,,,
872,16162811,Успешно_реализовано,3000.0,2021-02-16 22:45:00,2021-02-22 13:11:00,0.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3000.0,3000.0,3000,Флайборд_/_Ховерборд_/_Ранец,MF_20057591,,,,,,,,,,,MF,20057591,MF,paper,design1,,3000.0,,,,,
898,16208599,Успешно_реализовано,3000.0,2021-02-18 14:52:04,2021-02-22 21:55:00,0.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3000.0,3000.0,3000,Флайборд_/_Ховерборд_/_Ранец,MF_29824,,,,,,,,,,,MF,29824,MF,paper,design1,,3000.0,,,,,
918,16245641,Успешно_реализовано,5600.0,2021-02-20 00:23:51,2021-02-22 21:51:00,0.0,,Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_6_минут_полёта_(для_1-2_человек)_)_-_1x5600_=_5600,5600.0,5600.0,5600,Аэротруба,AT_6084360,,,,,,,,,,,AT,6084360,AT,paper,design1,,5600.0,,,,,
920,16248167,Успешно_реализовано,4900.0,2021-02-20 08:36:13,2021-02-22 21:52:00,0.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4500.0,4500.0,4900,Флайборд_/_Ховерборд_/_Ранец,MF_330236,,,,,,,,,,,MF,330236,MF,paper,design1,,4500.0,,,,,
947,16293727,Успешно_реализовано,6100.0,2021-02-22 15:17:19,2021-02-22 20:32:00,400.0,655,Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_6_минут_полёта_(для_1-2_человек)_)_-_1x5600_=_5600,6000.0,5600.0,6100,Аэротруба,AT_6019513,,,,,,,Погашен,2022-12-01,,,AT,6019513,AT,paper,design1,sold_used,5600.0,,,,,2022-12-01
968,16326757,Успешно_реализовано,12345.0,2021-02-23 23:31:11,2021-02-24 09:49:00,0.0,,Подарочный_сертификатна_Квадроциклы_(Выберите_тип:_Депозит_на_любые_услуги_проката_-_12345р_)_-_1x12345_=_12345,12345.0,12345.0,12345,Квадроциклы,KVC_3766977,,,,,,,Погашен,,,,KVC,3766977,KVC,paper,design1,sold_used,12345.0,,,,,
974,16360703,Успешно_реализовано,4480.0,2021-02-24 21:49:26,2021-02-24 21:49:00,,,,,,4480,Аэротруба,AT_6012071,,,,,,,,,,,AT,6012071,AT,paper,design1,,,,,,,
986,16441215,Успешно_реализовано,4300.0,2021-02-28 14:54:11,2021-03-07 11:06:00,400.0,497,Подарочный_сертификаnна_полёт_в_аэротрубе_(Выберите_вариант_сертификата:_4_минуты_полёта_(для_1_человека)_)_-_1x3900_=_3900,4300.0,3900.0,4300,Аэротруба,AT_4023097,,,,,,,Погашен,2022-12-01,,,AT,4023097,AT,paper,design1,sold_used,3900.0,,,,,2022-12-01
988,16467163,Успешно_реализовано,3350.0,2021-03-01 14:10:59,2021-03-02 15:25:00,,,,,,3350,Флайборд_/_Ховерборд_/_Ранец,MF_43035,,,,,,,,,,,MF,43035,MF,paper,design1,,,,,,,
1001,16540659,Успешно_реализовано,8000.0,2021-03-04 10:20:20,2021-03-04 14:15:00,,,,,,8000,Флайборд_/_Ховерборд_/_Ранец,MF_60084325,,,,,,,,,,,MF,60084325,MF,paper,design1,,,,,,,
1007,16555613,Успешно_реализовано,4900.0,2021-03-04 20:25:22,2021-03-07 11:04:00,290.0,643,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4790.0,4500.0,4900,Флайборд_/_Ховерборд_/_Ранец,MF_30088104,,,,,,,Погашен,,,,MF,30088104,MF,paper,design1,sold_used,4500.0,,,,,
1018,16595001,Успешно_реализовано,4500.0,2021-03-07 14:30:06,2021-03-08 13:22:00,0.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30036338,,,,,,,,,,,MF,30036338,MF,paper,design1,,4500.0,,,,,
1043,16747933,Успешно_реализовано,3350.0,2021-03-14 16:50:00,2021-03-16 17:23:00,,377,,,,3350,Флайборд_/_Ховерборд_/_Ранец,MF_20095937,,,,,,,,,,,MF,20095937,MF,paper,design1,,,,,,,
1079,16994845,Успешно_реализовано,3290.0,2021-03-23 23:03:14,2021-03-28 10:32:00,290.0,401,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3290.0,3000.0,3290,Флайборд_/_Ховерборд_/_Ранец,MF_20046377,,,,,,,,,,,MF,20046377,MF,paper,design1,,3000.0,,,,,
1091,17098131,Успешно_реализовано,4850.0,2021-03-29 10:17:13,2021-03-31 10:43:00,350.0,375,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4850.0,4500.0,4850,Флайборд_/_Ховерборд_/_Ранец,MF_30158395,,,,,,,,,,,MF,30158395,MF,paper,design1,,4500.0,,,,,
1112,17274549,Успешно_реализовано,4500.0,2021-04-05 19:26:46,2021-04-07 17:24:00,0.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30038474,,,,,,,,,,,MF,30038474,MF,paper,design1,,4500.0,,,,,
1114,17284281,Успешно_реализовано,3000.0,2021-04-06 11:50:32,2021-04-08 09:22:00,0.0,,"Подарочный_сертификатна_Электробайк_(Выберите_тип:_1,5_ч_катания_для_1_человека_-_3000_р_)_-_1x3000_=_3000",3000.0,3000.0,3000,Мото_Электробайк,EB1X1_45302,,,,,,,,,,,EB1X1,45302,EB1X1,paper,design1,,3000.0,,,,,
1117,17336283,Успешно_реализовано,8350.0,2021-04-07 17:26:14,2021-04-23 08:39:00,,351,,,,8350,Флайборд_/_Ховерборд_/_Ранец,MF_60029823,,,,,,,,,,,MF,60029823,MF,paper,design1,,,,,,,
1134,17400953,Успешно_реализовано,3000.0,2021-04-09 18:30:45,2021-04-23 08:42:00,,,,,,3000,Флайборд_/_Ховерборд_/_Ранец,MF_20021825,,,,,,,,,,,MF,20021825,MF,paper,design1,,,,,,,
1146,17472519,Успешно_реализовано,4790.0,2021-04-13 11:40:36,2021-04-14 17:58:00,290.0,350,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4790.0,4500.0,4790,Флайборд_/_Ховерборд_/_Ранец,MF_30125224,,,,,,,,,,,MF,30125224,MF,paper,design1,,4500.0,,,,,
1169,17582293,Успешно_реализовано,3000.0,2021-04-17 15:33:35,2021-04-17 21:03:00,,,,,,3000,Флайборд_/_Ховерборд_/_Ранец,MF_289231,,,,,,,,,,,MF,289231,MF,paper,design1,,,,,,,
1185,17625629,Успешно_реализовано,3000.0,2021-04-19 16:27:54,2021-04-23 08:50:00,,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3000.0,3000.0,3000,Флайборд_/_Ховерборд_/_Ранец,MF_71396,,,,,,,Погашен,2022-03-07,,,MF,71396,MF,paper,design1,sold_used,3000.0,,,,,2022-03-07
1198,17769465,Успешно_реализовано,25890.0,2021-04-23 11:31:34,2021-04-25 13:38:00,290.0,490,Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_30_минут_полёта_(для_1-10_человек)_)_-_1x25600_=_25600,25890.0,25600.0,25890,Аэротруба,AT_30054336,,,,,,,,,,,AT,30054336,AT,paper,design1,,25600.0,,,,,
1208,17837105,Успешно_реализовано,4800.0,2021-04-25 14:58:32,2021-04-29 08:20:00,200.0,398,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4700.0,4500.0,4800,Флайборд_/_Ховерборд_/_Ранец,MF_30132957,,,,,,,,,,,MF,30132957,MF,paper,design1,,4500.0,,,,,
1211,17843991,Успешно_реализовано,9000.0,2021-04-25 22:40:40,2021-04-29 08:18:00,0.0,,Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_10_минут_полёта_(для_1-2_человек)_)_-_1x9000_=_9000,9000.0,9000.0,9000,Аэротруба,AT_10070197393,,,,,,,,,,,AT,10070197393,AT,paper,design1,,9000.0,,,,,
1222,17918557,Успешно_реализовано,4500.0,2021-04-28 12:55:14,2021-05-06 11:46:00,0.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30134372,,,,,,,,,,,MF,30134372,MF,paper,design1,,4500.0,,,,,
1233,18004501,Успешно_реализовано,8000.0,2021-05-01 12:18:19,2021-05-01 14:09:00,,,,,,8000,Вейксёрф_и_вейк_за_катером,MF_60196795,,,,,,,Погашен,,,,MF,60196795,MF,paper,design1,sold_used,,,,,,
1235,18022763,Успешно_реализовано,8290.0,2021-05-02 12:03:31,2021-05-16 12:14:00,290.0,350,Подарочный_сертификатна_Флайборд_(Выберите_тип:_1_час_)_-_1x8000_=_8000,8290.0,8000.0,8290,Флайборд_/_Ховерборд_/_Ранец,MF_60193001,,,,,,,,,,,MF,60193001,MF,paper,design1,,8000.0,,,,,
1241,18073101,Успешно_реализовано,8000.0,2021-05-05 00:56:23,2021-05-16 13:50:00,0.0,370,Подарочный_сертификатна_Флайборд_(Выберите_тип:_1_час_)_-_1x8000_=_8000,8000.0,8000.0,8000,Флайборд_/_Ховерборд_/_Ранец,MF_60196220,,,,,,,,,,,MF,60196220,MF,paper,design1,,8000.0,,,,,
1248,18130845,Успешно_реализовано,4500.0,2021-05-07 14:50:51,2021-05-07 14:52:00,,,,,,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30129918,,,,,,,,,,,MF,30129918,MF,paper,design1,,,,,,,
1265,18220471,Успешно_реализовано,3400.0,2021-05-12 14:12:49,2021-05-13 22:39:00,400.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3400.0,3000.0,3400,Флайборд_/_Ховерборд_/_Ранец,MF_282159,,,,,,,,,,,MF,282159,MF,paper,design1,,3000.0,,,,,
1279,18298103,Успешно_реализовано,8350.0,2021-05-15 15:11:20,2021-05-17 22:16:00,350.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_1_час_)_-_1x8000_=_8000,8350.0,8000.0,8350,Флайборд_/_Ховерборд_/_Ранец,MF_60012266,,,,,,,,,,,MF,60012266,MF,paper,design1,,8000.0,,,,,
1287,18310403,Успешно_реализовано,10850.0,2021-05-16 14:34:06,2021-05-17 15:17:00,0.0,483,"Подарочный_сертификатна_Флайборд_(Выберите_тип:_1_час_)_-_1x8000_=_8000;_
СЕРТИФИКАТ_НА_ФОТОСЕССИЮ_(Чтобы_запечатлеть_самые_искренние_эмоции)_-_1x2500_=_2500",10500.0,10500.0,10850,Флайборд_/_Ховерборд_/_Ранец,MF_60189900,,PH022,,,,,,,,,MF,60189900,MF,paper,design1,,2600.0,,,,,
1291,18320479,Успешно_реализовано,3400.0,2021-05-17 10:10:01,2021-05-18 20:13:00,,350,,,,3400,Флайборд_/_Ховерборд_/_Ранец,MF_52774,,,,,,,,,,,MF,52774,MF,paper,design1,,,,,,,
1293,18320973,Успешно_реализовано,8400.0,2021-05-17 10:26:46,2021-05-17 15:52:00,400.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_1_час_)_-_1x8000_=_8000,8400.0,8000.0,8400,Флайборд_/_Ховерборд_/_Ранец,MF_60177007,,,,,,,,,,,MF,60177007,MF,paper,design1,,8000.0,,,,,
1325,18444509,Успешно_реализовано,4500.0,2021-05-22 12:57:27,2021-05-22 13:07:00,,,,,,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30192315,,,,,,,,,,,MF,30192315,MF,paper,design1,,,,,,,
1341,18515355,Успешно_реализовано,3000.0,2021-05-25 17:07:00,2021-05-25 17:12:00,,,,,,3000,Флайборд_/_Ховерборд_/_Ранец,MF_20113,,,,,,,,,,,MF,20113,MF,paper,design1,,,,,,,
1343,18529187,Успешно_реализовано,8000.0,2021-05-26 11:22:49,2021-05-29 17:17:00,0.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_1_час_)_-_1x8000_=_8000,8000.0,8000.0,8000,Флайборд_/_Ховерборд_/_Ранец,MF_60156697,,,,,,,,,,,MF,60156697,MF,paper,design1,,8000.0,,,,,
1345,18547421,Успешно_реализовано,3350.0,2021-05-27 10:13:44,2021-06-06 22:41:00,,350,,,,3350,Флайборд_/_Ховерборд_/_Ранец,MF_36473,,,,,,,,,,,MF,36473,MF,paper,design1,,,,,,,
1347,18555703,Успешно_реализовано,7900.0,2021-05-27 16:11:44,2021-05-27 20:03:00,400.0,350,Подарочный_сертификатна_Вейксёрфинг_(Выберите_тип:_1_час_)_-_1x7500_=_7500,7900.0,7500.0,7900,Вейксёрф_и_вейк_за_катером,MF_60158209,,,,,,,,,,,MF,60158209,MF,paper,design1,,7500.0,,,,,
1348,18560291,Успешно_реализовано,4790.0,2021-05-27 19:49:37,2021-06-06 22:43:00,,,,,,4790,Флайборд_/_Ховерборд_/_Ранец,MF_30191945,,,,,,,,,,,MF,30191945,MF,paper,design1,,,,,,,
1349,18560305,Успешно_реализовано,4790.0,2021-05-27 19:50:34,2021-06-06 22:44:00,290.0,350,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4790.0,4500.0,4790,Флайборд_/_Ховерборд_/_Ранец,MF_30124011,,,,,,,Погашен,,,,MF,30124011,MF,paper,design1,sold_used,4500.0,,,,,
1352,18571781,Успешно_реализовано,8000.0,2021-05-28 14:31:54,2021-06-06 22:40:00,,370,,,,8000,Флайборд_/_Ховерборд_/_Ранец,MF_60141750,,,,,,,,,,,MF,60141750,MF,paper,design1,,,,,,,
1380,18614373,Успешно_реализовано,3000.0,2021-05-31 11:02:19,2021-06-06 22:35:00,0.0,,Подарочный_сертификат_на_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3000.0,3000.0,3000,Флайборд_/_Ховерборд_/_Ранец,MF_20127508,,,,,,,,,,,MF,20127508,MF,paper,design1,,3000.0,,,,,
1386,18629745,Успешно_реализовано,3000.0,2021-05-31 22:23:01,2021-06-06 22:32:00,0.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3000.0,3000.0,3000,Флайборд_/_Ховерборд_/_Ранец,MF_17086,,,,,,,Погашен,2022-09-08,,,MF,17086,MF,paper,design1,sold_used,3000.0,,,,,2022-09-08
1393,18643853,Успешно_реализовано,4500.0,2021-06-01 15:09:59,2021-06-01 21:22:00,0.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30191793,,,,,,,,,,,MF,30191793,MF,paper,design1,,4500.0,,,,,
1417,18708811,Успешно_реализовано,6900.0,2021-06-04 14:42:53,2021-06-09 08:38:00,,,,,,6900,Флайборд_/_Ховерборд_/_Ранец,MF_297192,,WS30_121523,,,,,,,,,MF,297192,MF,paper,design1,,2600.0,,,,,
1444,18753525,Успешно_реализовано,3000.0,2021-06-07 09:18:39,2021-06-07 20:37:00,,,Подарочный_сертификатна_флайборд_(Выберите_тип:_20_минут_-_3_000_руб._)_-_1x3000_=_3000,3000.0,,3000,Флайборд_/_Ховерборд_/_Ранец,MF_240968,,,,,,,,,,,MF,240968,MF,paper,design1,,,,,,,
1469,18803993,Успешно_реализовано,8290.0,2021-06-09 11:21:30,2021-06-12 07:34:00,0.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_1_час_)_-_1x8000_=_8000,8000.0,8000.0,8290,Флайборд_/_Ховерборд_/_Ранец,MF_60135739,,,,,,,,,,,MF,60135739,MF,paper,design1,,8000.0,,,,,
1479,18836297,Успешно_реализовано,3000.0,2021-06-10 14:09:41,2021-06-10 15:44:00,,,Подарочный_сертификатна_флайборд_(Выберите_тип:_20_минут_-_3_000_руб._)_-_1x3000_=_3000,3000.0,,3000,Флайборд_/_Ховерборд_/_Ранец,MF_20065639,,,,,,,,,,,MF,20065639,MF,paper,design1,,,,,,,
1495,18858587,Успешно_реализовано,8350.0,2021-06-11 15:41:15,2021-06-18 08:47:00,350.0,553,Подарочный_сертификатна_Флайборд_(Выберите_тип:_1_час_)_-_1x8000_=_8000,8350.0,8000.0,8350,Флайборд_/_Ховерборд_/_Ранец,MF_60167132,,,,,,,,,,,MF,60167132,MF,paper,design1,,8000.0,,,,,
1538,18969225,Успешно_реализовано,4500.0,2021-06-17 13:35:45,2021-06-27 11:49:00,0.0,,Подарочный_сертификат_на_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30163794,,,,,,,,,,,MF,30163794,MF,paper,design1,,4500.0,,,,,
1539,18974327,Успешно_реализовано,10850.0,2021-06-17 17:09:26,2021-06-18 08:48:00,,430,,,,10850,Флайборд_/_Ховерборд_/_Ранец,MF_60129963,,PH023,,,,,,,,,MF,60129963,MF,paper,design1,,2600.0,,,,,
